x,y,z,A,B,C
-20.2627,7.11556,-709.013,-0.162711,-1.39234,-0.171588
-20.3636,7.20437,-709.17,-0.161354,-1.39239,-0.170196
-20.3807,7.2221,-709.355,-0.161278,-1.3923,-0.17017
-20.3865,7.19111,-709.543,-0.15963,-1.39236,-0.168453
-20.4168,7.20399,-709.744,-0.159923,-1.3924,-0.168807
-20.2513,7.07959,-708.857,-0.161453,-1.39241,-0.170364
-20.2644,7.06944,-709.01,-0.161515,-1.39239,-0.170372
-20.2742,7.05127,-709.174,-0.16122,-1.3924,-0.170137
-20.2937,6.96736,-708.524,-0.16265,-1.39257,-0.171614
-20.3162,6.94438,-708.664,-0.162735,-1.39249,-0.171632
-20.2586,7.01991,-709.055,-0.161725,-1.3925,-0.170609
-20.2739,7.03869,-708.598,-0.162997,-1.39252,-0.171848
-20.2905,7.04736,-708.739,-0.162543,-1.39245,-0.171349
-20.3281,7.13182,-708.746,-0.160941,-1.39245,-0.169892
-20.3495,7.14979,-708.908,-0.161089,-1.39245,-0.169991
-20.2881,7.12714,-708.296,-0.162348,-1.39251,-0.171356
-20.3028,7.14464,-708.431,-0.162387,-1.3925,-0.171364
-20.3152,7.16614,-708.56,-0.162189,-1.3925,-0.171074
-20.285,7.05537,-708.095,-0.163118,-1.3925,-0.172019
-20.2977,7.06528,-708.216,-0.163187,-1.3925,-0.172129
-20.1917,7.18229,-707.169,-0.162996,-1.39273,-0.172058
-20.1958,7.18646,-707.237,-0.163384,-1.39272,-0.17245
-20.2108,7.20042,-707.313,-0.163375,-1.39265,-0.172403
-20.2726,7.14189,-707.119,-0.162726,-1.39276,-0.171655
-20.3113,7.14573,-707.209,-0.162922,-1.39272,-0.171895
-20.2638,7.06683,-707.133,-0.163473,-1.39263,-0.172393
-20.2917,7.04407,-707.225,-0.163413,-1.39271,-0.172342
-20.3211,7.03972,-707.314,-0.163229,-1.39264,-0.172161
-20.3605,7.08158,-707.717,-0.161965,-1.39256,-0.170878
-20.3941,7.07353,-707.837,-0.162146,-1.39265,-0.171037
-20.3177,7.03591,-707.614,-0.163183,-1.39261,-0.172083
-20.335,7.02116,-707.717,-0.163585,-1.39255,-0.172435
-20.3491,7.0193,-707.826,-0.163153,-1.39261,-0.17201
-20.2735,7.00231,-707.675,-0.163206,-1.39249,-0.171986
